,data_path,case_name
25,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_02428,MIX_02428
26,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_03771,MIX_03771
27,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_01640,MIX_01640
28,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_05549,MIX_05549
29,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_02821,MIX_02821
30,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_02377,MIX_02377
31,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_00429,MIX_00429
32,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_05453,MIX_05453
33,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_01915,MIX_01915
34,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_04877,MIX_04877
35,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_02441,MIX_02441
36,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_02803,MIX_02803
37,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_00302,MIX_00302
38,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_01220,MIX_01220
39,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_00874,MIX_00874
40,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_02605,MIX_02605
41,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_01641,MIX_01641
42,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_00650,MIX_00650
43,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_04447,MIX_04447
44,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_02683,MIX_02683
45,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_03216,MIX_03216
46,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_04117,MIX_04117
47,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_04398,MIX_04398
48,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_03506,MIX_03506
49,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_03294,MIX_03294
50,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_02492,MIX_02492
51,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_02661,MIX_02661
52,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_02832,MIX_02832
53,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_00191,MIX_00191
54,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_05254,MIX_05254
55,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_05369,MIX_05369
56,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_04926,MIX_04926
57,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_03216,MIX_03216
58,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_02492,MIX_02492
59,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_03586,MIX_03586
60,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_03720,MIX_03720
61,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_02164,MIX_02164
62,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_00996,MIX_00996
63,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_04180,MIX_04180
64,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_05097,MIX_05097
65,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_02377,MIX_02377
66,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_03391,MIX_03391
67,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_05265,MIX_05265
68,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_05550,MIX_05550
69,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_02989,MIX_02989
70,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_04204,MIX_04204
71,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_04494,MIX_04494
72,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_04870,MIX_04870
73,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_00971,MIX_00971
74,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_00447,MIX_00447
75,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_01806,MIX_01806
76,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_03862,MIX_03862
77,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_04678,MIX_04678
78,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_01840,MIX_01840
79,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_03282,MIX_03282
80,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_04635,MIX_04635
81,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_02377,MIX_02377
82,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_02186,MIX_02186
83,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_03535,MIX_03535
84,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_05758,MIX_05758
85,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_03145,MIX_03145
86,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_00522,MIX_00522
87,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_01214,MIX_01214
88,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_01565,MIX_01565
89,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_05436,MIX_05436
90,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_02871,MIX_02871
91,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_00532,MIX_00532
92,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_01120,MIX_01120
93,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_05345,MIX_05345
94,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_02184,MIX_02184
95,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_03878,MIX_03878
96,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_04407,MIX_04407
97,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_04447,MIX_04447
98,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_05051,MIX_05051
99,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_02049,MIX_02049
100,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_05239,MIX_05239
101,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_05713,MIX_05713
102,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_05351,MIX_05351
103,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_01324,MIX_01324
104,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_01640,MIX_01640
105,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_03743,MIX_03743
106,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_00846,MIX_00846
107,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_00025,MIX_00025
108,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_03831,MIX_03831
109,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_05499,MIX_05499
110,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_05714,MIX_05714
111,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_05471,MIX_05471
112,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_04618,MIX_04618
113,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_00302,MIX_00302
114,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_00063,MIX_00063
115,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_02679,MIX_02679
116,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_02494,MIX_02494
117,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_00616,MIX_00616
118,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_02433,MIX_02433
119,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_05723,MIX_05723
120,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_05103,MIX_05103
121,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_00850,MIX_00850
122,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_03737,MIX_03737
123,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_04615,MIX_04615
124,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_01843,MIX_01843
125,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_03627,MIX_03627
126,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_02444,MIX_02444
127,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_04210,MIX_04210
128,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_04013,MIX_04013
129,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_04793,MIX_04793
130,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_04639,MIX_04639
131,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_01148,MIX_01148
132,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_02222,MIX_02222
133,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_05069,MIX_05069
134,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_05624,MIX_05624
135,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_04394,MIX_04394
136,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_02576,MIX_02576
137,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_01520,MIX_01520
138,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_02676,MIX_02676
139,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_03486,MIX_03486
140,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_02208,MIX_02208
141,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_05140,MIX_05140
142,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_05678,MIX_05678
143,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_00341,MIX_00341
144,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_04753,MIX_04753
145,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_04065,MIX_04065
146,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_01259,MIX_01259
147,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_01390,MIX_01390
148,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_02963,MIX_02963
149,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_00753,MIX_00753
150,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_00814,MIX_00814
151,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_01666,MIX_01666
152,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_01986,MIX_01986
153,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_01022,MIX_01022
154,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_01865,MIX_01865
155,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_01958,MIX_01958
156,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_00569,MIX_00569
157,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_04177,MIX_04177
158,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_00218,MIX_00218
159,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_00661,MIX_00661
160,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_02846,MIX_02846
161,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_00542,MIX_00542
162,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_01622,MIX_01622
163,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_02377,MIX_02377
164,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_02377,MIX_02377
165,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_03365,MIX_03365
166,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_05501,MIX_05501
167,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_00982,MIX_00982
168,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_03663,MIX_03663
169,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_00489,MIX_00489
170,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_01187,MIX_01187
171,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_01746,MIX_01746
172,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_04610,MIX_04610
173,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_03076,MIX_03076
174,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_05485,MIX_05485
175,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_03971,MIX_03971
176,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_00752,MIX_00752
177,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_00544,MIX_00544
178,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_01509,MIX_01509
179,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_00748,MIX_00748
180,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_03343,MIX_03343
181,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_00747,MIX_00747
182,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_00634,MIX_00634
183,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_02023,MIX_02023
184,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_00959,MIX_00959
185,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_02777,MIX_02777
186,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_05576,MIX_05576
187,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_03825,MIX_03825
188,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_05292,MIX_05292
189,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_00320,MIX_00320
190,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_04878,MIX_04878
191,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_05685,MIX_05685
192,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_00948,MIX_00948
193,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_02448,MIX_02448
194,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_02711,MIX_02711
195,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_03092,MIX_03092
196,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_02492,MIX_02492
197,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_00729,MIX_00729
198,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_02335,MIX_02335
199,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_03488,MIX_03488
200,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_03120,MIX_03120
201,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_01609,MIX_01609
202,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_03044,MIX_03044
203,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_04529,MIX_04529
204,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_03051,MIX_03051
205,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_02851,MIX_02851
206,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_05157,MIX_05157
207,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_05385,MIX_05385
208,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_04168,MIX_04168
209,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_01420,MIX_01420
210,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_02404,MIX_02404
211,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_04611,MIX_04611
212,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_04051,MIX_04051
213,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_02415,MIX_02415
214,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_02393,MIX_02393
215,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_03331,MIX_03331
216,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_03246,MIX_03246
217,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_02807,MIX_02807
218,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_05043,MIX_05043
219,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_01976,MIX_01976
220,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_01076,MIX_01076
221,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_01775,MIX_01775
222,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_01105,MIX_01105
223,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_04879,MIX_04879
224,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_04041,MIX_04041
225,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_01716,MIX_01716
226,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_03637,MIX_03637
227,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_02325,MIX_02325
228,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_04447,MIX_04447
229,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_01990,MIX_01990
230,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_01833,MIX_01833
231,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_00199,MIX_00199
232,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_02324,MIX_02324
233,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_00493,MIX_00493
234,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_04173,MIX_04173
235,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_05195,MIX_05195
236,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_03770,MIX_03770
237,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_05346,MIX_05346
238,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_03959,MIX_03959
239,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_03972,MIX_03972
240,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_04320,MIX_04320
241,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_04802,MIX_04802
242,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_03698,MIX_03698
243,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_02358,MIX_02358
244,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_00713,MIX_00713
245,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_03021,MIX_03021
246,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_00097,MIX_00097
247,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_01335,MIX_01335
248,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_01016,MIX_01016
249,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_00934,MIX_00934
250,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_05337,MIX_05337
251,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_03241,MIX_03241
252,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_00221,MIX_00221
253,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_03216,MIX_03216
254,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_03362,MIX_03362
255,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_00478,MIX_00478
256,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_02170,MIX_02170
257,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_04161,MIX_04161
258,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_01882,MIX_01882
259,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_02012,MIX_02012
260,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_02032,MIX_02032
261,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_01302,MIX_01302
262,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_04989,MIX_04989
263,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_02963,MIX_02963
264,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_02351,MIX_02351
265,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_00617,MIX_00617
266,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_04245,MIX_04245
267,../../../data/uls2023_oversampled_seg/ULS2023_Training_Data_Oversampling/MIX_00553,MIX_00553
